STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,CF_Q,CF_Y,VS_Q,VS_Y
657,IDI,CTCP Đầu tư và Phát triển Đa Quốc Gia - IDI,"Thực phẩm, đồ uống và thuốc lá",HOSE,273172668,False,False,False,False
658,IDJ,CTCP Đầu tư IDJ Việt Nam,Phát triển và quản lý bất động sản,HNX,173490193,False,False,False,False
659,IDP,CTCP Sữa Quốc tế Lof,"Thực phẩm, đồ uống và thuốc lá",UPCoM,61804472,False,False,False,False
660,IDV,CTCP Phát triển Hạ tầng Vĩnh Phúc,Phát triển và quản lý bất động sản,HNX,35858385,False,False,False,False
661,IFS,CTCP Thực phẩm Quốc tế,"Thực phẩm, đồ uống và thuốc lá",UPCoM,87140984,False,False,False,False
662,IHK,CTCP In Hàng Không,Dịch vụ chuyên biệt và thương mại,UPCoM,2141928,False,False,False,False
663,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,Phát triển và quản lý bất động sản,HOSE,377748384,False,False,False,False
664,ILA,CTCP ILA,Nguyên vật liệu,UPCoM,19641431,False,False,False,False
665,ILB,CTCP ICD Tân Cảng - Long Bình,Dịch vụ chuyên biệt và thương mại,HOSE,25849492,False,False,False,False
666,ILC,CTCP Hợp tác Lao động với nước ngoài,Dịch vụ chuyên biệt và thương mại,UPCoM,6100391,False,False,False,False
667,ILS,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,Vận tải,UPCoM,36000000,False,False,False,False
668,IME,CTCP Cơ khí và Xây lắp Công nghiệp,Tư liệu sản xuất,UPCoM,3599948,False,False,False,False
669,IMP,CTCP Dược phẩm Imexpharm,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,154042762,False,False,False,False
670,IN4,CTCP In Số 4,Dịch vụ chuyên biệt và thương mại,UPCoM,1200000,False,False,False,False
671,INC,CTCP Tư vấn Đầu tư IDICO,Dịch vụ chuyên biệt và thương mại,HNX,1800000,False,False,False,False
672,ING,CTCP Đầu tư và Phát triển Xây dựng,Phát triển và quản lý bất động sản,UPCoM,20809702,False,False,False,False
673,INN,CTCP Bao bì và In Nông nghiệp,Nguyên vật liệu,HNX,18000000,False,False,False,False
674,IPA,CTCP Tập đoàn Đầu tư I.P.A,Tư liệu sản xuất,HNX,213835775,False,False,False,False
675,IRC,CTCP Cao su Công nghiệp,Nguyên vật liệu,UPCoM,17500000,False,False,False,False
676,ISG,CTCP Vận tải biển và Hợp tác Lao động Quốc tế,Vận tải,UPCoM,8800000,False,False,False,False
677,ISH,CTCP Thủy điện Srok Phu Miêng IDICO,Dịch vụ tiện ích,UPCoM,45000000,False,False,False,False
678,IST,CTCP ICD Tân Cảng Sóng Thần,Vận tải,UPCoM,15008492,False,False,False,False
679,ITA,CTCP Đầu tư và Công nghiệp Tân Tạo,Phát triển và quản lý bất động sản,UPCoM,938463607,False,False,False,False
680,ITC,CTCP Đầu tư và Kinh doanh Nhà,Phát triển và quản lý bất động sản,HOSE,96375409,False,False,False,False
681,ITD,CTCP Công nghệ Tiên Phong,Phần mềm và dịch vụ,HOSE,24533591,False,False,False,False
682,ITQ,CTCP Tập đoàn Thiên Quang,Nguyên vật liệu,HNX,31843305,False,False,False,False
683,ITS,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,Năng lượng,UPCoM,26459924,False,False,False,False
684,IVS,CTCP Chứng khoán Guotai Junan (Việt Nam),Dịch vụ tài chính,HNX,104923336,False,False,False,False
685,JOS,CTCP Chế biến Thủy sản xuất khẩu Minh Hải,"Thực phẩm, đồ uống và thuốc lá",UPCoM,15322723,False,False,False,False
686,JVC,CTCP Thiết bị Y tế Việt Nhật,Dịch vụ và thiết bị chăm sóc sức khỏe,HOSE,112500171,False,False,False,False
687,KAC,CTCP Đầu tư Địa ốc Khang An,Phát triển và quản lý bất động sản,UPCoM,23999999,False,False,False,False
688,KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Phát triển và quản lý bất động sản,HOSE,767604759,False,False,False,False
689,KCB,CTCP khoáng Sản và Luyện Kim Cao Bằng,Nguyên vật liệu,UPCoM,8000000,False,False,False,False
690,KCE,CTCP Bê tông Ly tâm Điện Lực Khánh Hòa,Nguyên vật liệu,UPCoM,1500000,False,False,False,False
691,KDC,CTCP Tập đoàn KIDO,"Thực phẩm, đồ uống và thuốc lá",HOSE,289806316,False,False,False,False
692,KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,Phát triển và quản lý bất động sản,HOSE,1011142565,False,False,False,False
693,KDM,CTCP Tập Đoàn GCL,Phân phối và bán lẻ hàng lâu bền,HNX,7596981,False,False,False,False
694,KGM,CTCP Xuất nhập khẩu Kiên Giang,"Thực phẩm, đồ uống và thuốc lá",UPCoM,25430000,False,False,False,False
695,KHD,CTCP Khai thác Chế biến Khoáng sản Hải Dương,Nguyên vật liệu,UPCoM,3262818,False,False,False,False
696,KHG,CTCP Tập đoàn Khải Hoàn Land,Phát triển và quản lý bất động sản,HOSE,449435205,False,False,False,False
697,KHL,CTCP Khoáng Sản Và Vật Liệu Xây Dựng Hưng Long,Nguyên vật liệu,UPCoM,12000000,False,False,False,False
698,KHP,CTCP Điện lực Khánh Hòa,Dịch vụ tiện ích,HOSE,60405967,False,False,False,False
699,KHS,CTCP Kiên Hùng,"Thực phẩm, đồ uống và thuốc lá",HNX,12090969,False,False,False,False
700,KHW,CTCP Cấp thoát nước Khánh Hòa,Dịch vụ tiện ích,UPCoM,28599996,False,False,False,False
701,KIP,CTCP K.I.P Việt Nam,Tư liệu sản xuất,UPCoM,9800000,False,False,False,False
702,KKC,CTCP Tập Đoàn Thành Thái,Nguyên vật liệu,HNX,5200000,False,False,False,False
703,KLB,Ngân hàng TMCP Kiên Long,Tổ chức tín dụng,UPCoM,365281878,False,False,False,False
704,KLF,CTCP Đầu tư Thương mại và Xuất nhập khẩu CFS,Phân phối và bán lẻ hàng lâu bền,UPCoM,165352561,False,False,False,False
705,KMR,CTCP Mirae,Hàng tiêu dùng và trang trí,HOSE,56881443,False,False,False,False
706,KMT,CTCP Kim khí Miền Trung,Phân phối và bán lẻ hàng lâu bền,HNX,9846562,False,False,False,False
707,KOS,CTCP KOSY,Dịch vụ tiện ích,HOSE,216481335,False,False,False,False
708,KPF,CTCP Đầu tư tài sản Koji,Phát triển và quản lý bất động sản,HOSE,60867241,False,False,False,False
709,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,Nguyên vật liệu,HOSE,114779103,False,False,False,False
710,KSD,CTCP Đầu tư DNA,Hàng tiêu dùng và trang trí,HNX,12000000,False,False,False,False
711,KSF,CTCP Tập đoàn Sunshine,Phát triển và quản lý bất động sản,HNX,300000000,False,False,False,False
712,KSH,CTCP DAMAC GLS,Nguyên vật liệu,UPCoM,57509675,False,False,False,False
713,KSQ,CTCP CNC Capital Việt Nam,Nguyên vật liệu,HNX,30000000,False,False,False,False
714,KST,CTCP KASATI,Dịch vụ viễn thông,HNX,5992020,False,False,False,False
715,KSV,Tổng Công ty Khoáng sản TKV - CTCP,Nguyên vật liệu,HNX,200000000,False,False,False,False
716,KTC,CTCP Thương mại Kiên Giang,"Thực phẩm, đồ uống và thuốc lá",UPCoM,36473833,False,False,False,False
717,KTL,CTCP Kim Khí Thăng Long,Xe và linh kiện,UPCoM,6519500,False,False,False,False
718,KTS,CTCP Đường Kon Tum,"Thực phẩm, đồ uống và thuốc lá",HNX,5070000,False,False,False,False
719,KTT,CTCP Tập đoàn Đầu tư KTT,Nguyên vật liệu,UPCoM,2955000,False,False,False,False
720,KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Nguyên vật liệu,UPCoM,49500000,False,False,False,False
721,KWA,CTCP Cấp thoát nước và Môi trường Kiến Tường,Dịch vụ tiện ích,UPCoM,3800000,False,False,False,False
722,L10,CTCP Lilama 10,Tư liệu sản xuất,HOSE,9890000,False,False,False,False
723,L12,CTCP Licogi 12,Tư liệu sản xuất,UPCoM,7000000,False,False,False,False
724,L14,CTCP Licogi 14,Hàng tiêu dùng và trang trí,HNX,30859515,False,False,False,False
725,L18,CTCP Đầu tư và Xây dựng Số 18,Tư liệu sản xuất,HNX,38116528,False,False,False,False
726,L35,CTCP Cơ khí Lắp máy Lilama,Tư liệu sản xuất,UPCoM,3265155,False,False,False,False
727,L40,CTCP Đầu Tư và Xây dựng 40,Tư liệu sản xuất,HNX,3600000,False,False,False,False
728,L43,CTCP Lilama 45.3,Tư liệu sản xuất,UPCoM,3500000,False,False,False,False
729,L44,CTCP Lilama 45.4,Tư liệu sản xuất,UPCoM,4000000,False,False,False,False
730,L45,CTCP Lilama 45.1,Tư liệu sản xuất,UPCoM,4800000,False,False,False,False
731,L61,CTCP Lilama 69-1,Tư liệu sản xuất,UPCoM,7576200,False,False,False,False
732,L62,CTCP Lilama 69-2,Tư liệu sản xuất,UPCoM,8298243,False,False,False,False
733,L63,CTCP Lilama 69-3,Tư liệu sản xuất,UPCoM,8279361,False,False,False,False
734,LAF,CTCP Chế biến hàng Xuất khẩu Long An,"Thực phẩm, đồ uống và thuốc lá",HOSE,15228019,False,False,False,False
735,LAI,CTCP Đầu Tư Xây dựng Long An IDICO,Phát triển và quản lý bất động sản,UPCoM,17100000,False,False,False,False
736,LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,Nguyên vật liệu,HNX,112856400,False,False,False,False
737,LAW,CTCP Cấp thoát nước Long An,Dịch vụ tiện ích,UPCoM,12200000,False,False,False,False
738,LBE,CTCP Thương mại và Dịch vụ LVA,Truyền thông và giải trí,HNX,1999934,False,False,False,False
739,LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Nguyên vật liệu,HOSE,40000000,False,False,False,False
740,LCC,CTCP Xi măng Hồng Phong,Nguyên vật liệu,UPCoM,5838999,False,False,False,False
741,LCD,CTCP Lắp máy - Thí nghiệm Cơ điện,Tư liệu sản xuất,HNX,1474000,False,False,False,False
742,LCG,CTCP Lizen,Tư liệu sản xuất,HOSE,195091170,False,False,False,False
743,LCM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,Nguyên vật liệu,UPCoM,24633000,False,False,False,False
744,LCS,CTCP Licogi 166,Tư liệu sản xuất,UPCoM,7600000,False,False,False,False
745,LDG,CTCP Đầu tư LDG,Phát triển và quản lý bất động sản,HOSE,256972585,False,False,False,False
746,LDP,CTCP Dược Lâm Đồng (Ladophar),"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,12703167,False,False,False,False
747,LDW,CTCP Cấp thoát nước Lâm Đồng,Dịch vụ tiện ích,UPCoM,78800000,False,False,False,False
748,LG9,CTCP Cơ giới và Xây lắp Số 9,Tư liệu sản xuất,UPCoM,5026600,False,False,False,False
749,LGC,CTCP Đầu tư Cầu đường CII,Tư liệu sản xuất,HOSE,192854765,False,False,False,False
750,LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,Phát triển và quản lý bất động sản,HOSE,51500000,False,False,False,False
751,LGM,CTCP Giày da và May mặc Xuất khẩu,Hàng tiêu dùng và trang trí,UPCoM,11840000,False,False,False,False
752,LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Tư liệu sản xuất,HNX,14400000,False,False,False,False
753,LHG,CTCP Long Hậu,Phát triển và quản lý bất động sản,HOSE,50012010,False,False,False,False
754,LIC,Tổng Công ty LICOGI - CTCP,Nguyên vật liệu,UPCoM,90000000,False,False,False,False
755,LIG,CTCP Licogi 13,Tư liệu sản xuất,HNX,95084569,False,False,False,False
756,LIX,CTCP Bột Giặt Lix,Đồ gia dụng và cá nhân,HOSE,64800000,False,False,False,False
757,LKW,CTCP Cấp nước Long Khánh,Dịch vụ tiện ích,UPCoM,2500000,False,False,False,False
758,LLM,Tổng Công ty Lắp máy Việt Nam - CTCP,Tư liệu sản xuất,UPCoM,79726104,False,False,False,False
759,LM3,CTCP Lilama 3,Tư liệu sản xuất,UPCoM,5150000,False,False,False,False
760,LM7,CTCP Lilama 7,Tư liệu sản xuất,UPCoM,5000000,False,False,False,False
761,LM8,CTCP Lilama 18,Tư liệu sản xuất,HOSE,9388682,False,False,False,False
762,LMC,CTCP Long Beach LMC,Nguyên vật liệu,UPCoM,1500000,False,False,False,False
763,LMH,CTCP Quốc Tế Holding,Phân phối và bán lẻ hàng lâu bền,UPCoM,25629995,False,False,False,False
764,LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,Tư liệu sản xuất,UPCoM,5500000,False,False,False,False
765,LNC,CTCP Lệ Ninh,Nguyên vật liệu,UPCoM,8230067,False,False,False,False
766,LO5,CTCP Lilama 5,Tư liệu sản xuất,UPCoM,5149791,False,False,False,False
767,LPB,Ngân hàng TMCP Lộc Phát Việt Nam,Tổ chức tín dụng,HOSE,2987282100,False,False,False,False
768,LPT,CTCP Thương mại và Sản xuất Lập Phương Thành,Phân phối và bán lẻ hàng lâu bền,UPCoM,12000000,False,False,False,False
769,LQN,CTCP Licogi Quảng Ngãi,Nguyên vật liệu,UPCoM,1893540,False,False,False,False
770,LSG,CTCP Bất động sản Sài Gòn Vina,Phát triển và quản lý bất động sản,UPCoM,90000000,False,False,False,False
771,LSS,CTCP Mía Đường Lam Sơn,"Thực phẩm, đồ uống và thuốc lá",HOSE,80135051,False,False,False,False
772,LTC,CTCP Điện nhẹ Viễn Thông,Tư liệu sản xuất,UPCoM,4586000,False,False,False,False
773,LTG,CTCP Tập đoàn Lộc Trời,"Thực phẩm, đồ uống và thuốc lá",UPCoM,100741465,False,False,False,False
774,LUT,CTCP Đầu tư Xây dựng Lương Tài,Tư liệu sản xuất,UPCoM,15000000,False,False,False,False
775,M10,Tổng Công ty May 10 - CTCP,Hàng tiêu dùng và trang trí,UPCoM,31751000,False,False,False,False
776,MA1,CTCP Thiết bị,Phát triển và quản lý bất động sản,UPCoM,10050392,False,False,False,False
777,MAC,CTCP Tập đoàn Macstar,Vận tải,HNX,15139745,False,False,False,False
778,MAS,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,Vận tải,HNX,4267683,False,False,False,False
779,MBB,Ngân hàng TMCP Quân Đội,Tổ chức tín dụng,HOSE,6102272659,False,False,False,False
780,MBG,CTCP Tập đoàn MBG,Hàng tiêu dùng và trang trí,HNX,120218540,False,False,False,False
781,MBN,CTCP Môi trường và Công trình đô thị Bắc Ninh,Dịch vụ tiện ích,UPCoM,5750000,False,False,False,False
782,MBS,CTCP Chứng khoán MB,Dịch vụ tài chính,HNX,572812981,False,False,False,False
783,MBT,CTCP Bất động sản cho thuê Minh Bảo Tín,Phát triển và quản lý bất động sản,UPCoM,3800000,False,False,False,False
784,MCC,CTCP Gạch ngói Cao cấp,Nguyên vật liệu,HNX,5016124,False,False,False,False
785,MCF,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,"Thực phẩm, đồ uống và thuốc lá",HNX,10777838,False,False,False,False
786,MCG,CTCP Năng lượng và Bất động sản MCG,Tư liệu sản xuất,UPCoM,57510000,False,False,False,False
787,MCH,CTCP Hàng tiêu dùng Masan,"Thực phẩm, đồ uống và thuốc lá",UPCoM,1062364822,False,False,False,False
788,MCM,CTCP Giống Bò sữa Mộc Châu,"Thực phẩm, đồ uống và thuốc lá",HOSE,110000000,False,False,False,False
789,MCO,CTCP Đầu tư và Xây dựng BDC Việt Nam,Tư liệu sản xuất,HNX,4103929,False,False,False,False
790,MCP,CTCP In và Bao bì Mỹ Châu,Nguyên vật liệu,HOSE,18081053,False,False,False,False
791,MDA,CTCP Môi trường Đô thị Đông Anh,Dịch vụ tiện ích,UPCoM,1200000,False,False,False,False
792,MDC,CTCP Than Mông Dương - Vinacomin,Năng lượng,HNX,21418346,False,False,False,False
793,MDF,CTCP Gỗ MDF VRG - Quảng Trị,Nguyên vật liệu,UPCoM,55113595,False,False,False,False
794,MDG,CTCP Miền Đông,Nguyên vật liệu,HOSE,10889031,False,False,False,False
795,MEC,CTCP Cơ khí - Lắp máy Sông Đà,Tư liệu sản xuất,UPCoM,8353620,False,False,False,False
796,MED,CTCP Dược Trung ương Mediplantex,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,12410000,False,False,False,False
797,MEF,CTCP MEINFA,Hàng tiêu dùng và trang trí,UPCoM,4135097,False,False,False,False
798,MEL,CTCP Thép Mê Lin,Nguyên vật liệu,HNX,15000000,False,False,False,False
799,MES,CTCP Cơ điện Công trình,Tư liệu sản xuất,UPCoM,18600000,False,False,False,False
800,MFS,CTCP Dịch vụ Kỹ thuật Mobifone,Dịch vụ viễn thông,UPCoM,7062979,False,False,False,False
801,MGC,CTCP Địa chất mỏ - TKV,Năng lượng,UPCoM,10800000,False,False,False,False
802,MGG,Tổng Công ty Đức Giang - CTCP,Hàng tiêu dùng và trang trí,UPCoM,8999622,False,False,False,False
803,MGR,CTCP Tập đoàn MGROUP,Phát triển và quản lý bất động sản,UPCoM,20000000,False,False,False,False
804,MH3,CTCP Khu Công nghiệp Cao su Bình Long,Phát triển và quản lý bất động sản,UPCoM,24000000,False,False,False,False
805,MHC,CTCP MHC,Vận tải,HOSE,43476318,False,False,False,False
806,MHL,CTCP Minh Hữu Liên,Nguyên vật liệu,UPCoM,5430923,False,False,False,False
807,MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,Nguyên vật liệu,HNX,5544946,False,False,False,False
808,MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Tư liệu sản xuất,UPCoM,141991500,False,False,False,False
809,MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,Bảo hiểm,HOSE,198573375,False,False,False,False
810,MIM,CTCP Khoáng sản và Cơ khí,Nguyên vật liệu,UPCoM,3409860,False,False,False,False
811,MKP,CTCP Hoá - Dược phẩm Mekophar,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,25545867,False,False,False,False
812,MKV,CTCP Dược thú Y Cai Lậy,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,5000038,False,False,False,False
813,MLC,CTCP Môi trường Đô thị Tỉnh Lào Cai,Dịch vụ tiện ích,UPCoM,4171175,False,False,False,False
814,MLS,CTCP Chăn nuôi - Mitraco,"Thực phẩm, đồ uống và thuốc lá",UPCoM,4000000,False,False,False,False
815,MML,CTCP Masan MeatLife,"Thực phẩm, đồ uống và thuốc lá",UPCoM,329052593,False,False,False,False
816,MNB,Tổng Công ty May Nhà Bè - CTCP,Hàng tiêu dùng và trang trí,UPCoM,20000000,False,False,False,False
817,MND,CTCP Môi trường Nam Định,Dịch vụ tiện ích,UPCoM,2194475,False,False,False,False
818,MPC,CTCP Tập đoàn Thủy sản Minh Phú,"Thực phẩm, đồ uống và thuốc lá",UPCoM,400938300,False,False,False,False
819,MPT,CTCP Tập đoàn MPT,Hàng tiêu dùng và trang trí,UPCoM,17107164,False,False,False,False
820,MPY,CTCP Môi trường Đô thị Phú Yên,Dịch vụ tiện ích,UPCoM,6143000,False,False,False,False
821,MQB,CTCP Môi trường và Phát triển Đô thị Quảng Bình,Dịch vụ tiện ích,UPCoM,3675675,False,False,False,False
822,MQN,CTCP Môi trường đô thị Quảng Ngãi,Dịch vụ tiện ích,UPCoM,7018925,False,False,False,False
823,MRF,CTCP Merufa,Xe và linh kiện,UPCoM,6796172,False,False,False,False
