STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,CF_Q,CF_Y,VS_Q,VS_Y
2912,NhaBeTech,CTCP Tư vấn Công nghệ Nhà Bè,,OTC,0,False,False,False,False
2913,NHACANTHO,Công ty TNHH MTV Phát triển và Kinh doanh Nhà Thành phố Cần Thơ,,Khác,0,False,False,False,False
2914,NhanLuc,CTCP Phát triển Nguồn nhân lực LOD,,OTC,0,False,False,False,False
2915,NhaSaiGon,CTCP Đầu tư Xây dựng và Kinh doanh Nhà Sài Gòn,,OTC,0,False,False,False,False
2916,NhatMinhAudit,Công ty TNHH Kiểm toán Nhất Minh,,Khác,0,False,False,False,False
2917,NhatNam,CTCP Nhất Nam,,OTC,0,False,False,False,False
2918,NHDulieu,Công ty TNHH Ngân hàng Dữ liệu,,Khác,0,False,False,False,False
2919,NHHC,CTCP Đầu tư và Xây dựng Thủy điện Nậm Hồng,,Khác,0,False,False,False,False
2920,NhietDienMienBac,CTCP Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,,OTC,0,False,False,False,False
2921,NHN,CTCP Phát triển Đô thị Nam Hà Nội,Phát triển và quản lý bất động sản,OTC,200000000,False,False,False,False
2922,NhoQue1,CTCP Thủy điện Nho Quế 1,,OTC,0,False,False,False,False
2923,NHPC,CTCP Bất động sản Ngôi nhà Hạnh phúc,,Khác,0,False,False,False,False
2924,NHRC,CTCP Nova Hotels & Resorts,,Khác,0,False,False,False,False
2925,NHS,CTCP Đường Ninh Hòa,"Thực phẩm, đồ uống và thuốc lá",OTC,60750000,False,False,False,False
2926,NHSC,Công ty TNHH MTV Đường Biên Hòa - Ninh Hòa,,Khác,0,False,False,False,False
2927,NHSV,Công ty TNHH Chứng khoán NH Việt Nam,Dịch vụ tài chính,Khác,0,False,False,False,False
2928,NhuNgoc,CTCP Sản xuất và Thương mại Xuất nhập khẩu Như Ngọc,,OTC,0,False,False,False,False
2929,NHW,CTCP Ngô Han,Tư liệu sản xuất,OTC,22950627,False,False,False,False
2930,NIC,CTCP Đầu tư Nhơn Trạch,,OTC,0,False,False,False,False
2931,Nicotex,CTCP Nicotex,,Khác,0,False,False,False,False
2932,NinhBac,CTCP Đầu tư Tài chính Ninh Bắc,,OTC,0,False,False,False,False
2933,NIS,CTCP Dịch vụ Hạ tầng Mạng,Dịch vụ viễn thông,OTC,3000000,False,False,False,False
2934,NISACO,CTCP Muối Ninh Thuận,,OTC,0,False,False,False,False
2935,NKD,CTCP Chế biến thực phẩm Kinh Đô Miền Bắc,"Thực phẩm, đồ uống và thuốc lá",Khác,15124213,False,False,False,False
2936,NKDC,CTCP Thương mại Dịch vụ Nhựa bao bì Kiến Đức,,Khác,0,False,False,False,False
2937,NLAC,CTCP Thủy điện Nậm La,,Khác,0,False,False,False,False
2938,NLC,CTCP Thủy điện Nà Lơi,Dịch vụ tiện ích,Khác,5000000,False,False,False,False
2939,NLPC,Công ty TNHH Nova Lucky Palace,,Khác,0,False,False,False,False
2940,NLSC,CTCP Phát triển Tầm nhìn Năng lượng sạch,,Khác,0,False,False,False,False
2941,NMK,CTCP Xây dựng Công trình 510,Tư liệu sản xuất,OTC,2700000,False,False,False,False
2942,NNB,CTCP Cấp thoát nước Ninh Bình,Dịch vụ tiện ích,OTC,15080000,False,False,False,False
2943,NNG,CTCP Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,Nguyên vật liệu,OTC,81570988,False,False,False,False
2944,NNQ,CTCP Giống Nông nghiệp Quảng Nam,Dịch vụ chuyên biệt và thương mại,OTC,1281303,False,False,False,False
2945,NoiHoiVN,CTCP Nồi hơi Việt Nam,,OTC,0,False,False,False,False
2946,NongSanNinhThuan,CTCP Xuất khẩu Nông sản Ninh Thuận,,OTC,0,False,False,False,False
2947,NovaGroup,CTCP Tập đoàn NovaGroup,,OTC,0,False,False,False,False
2948,NPEC,CTCP Đầu tư Năng lượng Nam Phương,,Khác,0,False,False,False,False
2949,NPH,CTCP Khách Sạn Bưu Điện Nha Trang,Dịch vụ tiêu dùng,OTC,2000000,False,False,False,False
2950,NPHC,CTCP Quốc tế Ngàn Phố,,Khác,0,False,False,False,False
2951,NPIC,CTCP Thủy điện Nậm Pung - Intracom,,Khác,0,False,False,False,False
2952,NPPC,CTCP Thủy điện Nậm Pia,,Khác,0,False,False,False,False
2953,NPS,CTCP May Phú Thịnh - Nhà Bè,Hàng tiêu dùng và trang trí,OTC,2170000,False,False,False,False
2954,NQBC,CTCP Phát triển Bất động sản Nhật Quang,,Khác,0,False,False,False,False
2955,NRCC,Công ty TNHH Nam Rạch Chiếc,,Khác,0,False,False,False,False
2956,NS3,CTCP Sản xuất Kinh doanh Nước sạch Số 3 Hà Nội,Dịch vụ tiện ích,OTC,7919999,False,False,False,False
2957,NSCTech,CTCP Công nghệ NCS,,OTC,4000000,False,False,False,False
2958,NSI,CTCP Chứng khoán Quốc Gia,Dịch vụ tài chính,OTC,5000000,False,False,False,False
2959,NSN,CTCP Xây dựng 565,Tư liệu sản xuất,OTC,2959314,False,False,False,False
2960,NSP,CTCP Nhựa Sam Phú,Nguyên vật liệu,OTC,5000000,False,False,False,False
2961,NSRC,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,,Khác,0,False,False,False,False
2962,NSTC,CTCP North Star Holdings,,Khác,0,False,False,False,False
2963,NSVC,Công ty TNHH Đầu tư Bất động sản Ngôi Sao Việt,,Khác,0,False,False,False,False
2964,NTCC,Công ty TNHH Ngọc Thiên,,Khác,0,False,False,False,False
2965,NTDC,Công ty TNHH No Va Thảo Điền,,Khác,0,False,False,False,False
2966,NTEC,Công ty TNHH Đầu tư và Phát triển Năng lượng Ninh Thuận,,Khác,0,False,False,False,False
2967,NTGC,CTCP Tập đoàn Ngọc Thiên Global,,Khác,0,False,False,False,False
2968,NTLC,CTCP Đầu tư Thương mại Phát triển Nhất Tín,,Khác,0,False,False,False,False
2969,NTR,CTCP Đường sắt Nghệ Tĩnh,Vận tải,OTC,1492000,False,False,False,False
2970,NTS,CTCP Nội thất SHINEC,,OTC,2000000,False,False,False,False
2971,NTSC,CTCP Tập đoàn Nam Tiến,,Khác,0,False,False,False,False
2972,NTTC,CTCP Thương mại Đầu tư nhà Toàn Thắng,,Khác,0,False,False,False,False
2973,NuiPhao,Công ty TNHH Khai thác chế biến khoáng sản Núi Pháo,,Khác,0,False,False,False,False
2974,Nuocdathuysan,CTCP Nước đá Thủy sản Kiên giang,,OTC,0,False,False,False,False
2975,NuocQuangNam,CTCP Cấp thoát nước Quảng Nam,,OTC,21600000,False,False,False,False
2976,NuocSachLaoCai,Công ty TNHH MTV Kinh doanh Nước sạch Lào Cai,,Khác,0,False,False,False,False
2977,Nutifood,CTCP Thực phẩm Dinh dưỡng Đồng Tâm,,OTC,0,False,False,False,False
2978,NVC,CTCP Nam Vang,Phân phối và bán lẻ hàng lâu bền,OTC,16000000,False,False,False,False
2979,NVHC,CTCP Nova Hospitality,,Khác,0,False,False,False,False
2980,NVJC,CTCP Đầu tư Địa ốc No Va,,Khác,0,False,False,False,False
2981,NVN,CTCP Nhà Việt Nam,Phát triển và quản lý bất động sản,OTC,10656800,False,False,False,False
2982,NVS,CTCP Chứng khoán Navibank,Dịch vụ tài chính,OTC,3500000,False,False,False,False
2983,NWCC,Công ty TNHH New World Capital,,Khác,0,False,False,False,False
2984,NWSC,CTCP Nova W Sand,,Khác,0,False,False,False,False
2985,Oceanbank,Ngân hàng Thương mại TNHH MTV Đại Dương,Tổ chức tín dụng,Khác,0,False,False,False,False
2986,OLC,"CTCP Xây dựng, Dịch vụ và Hợp tác Lao động",,OTC,0,False,False,False,False
2987,OMC,CTCP Quản lý Quỹ Đầu tư Lighthouse,,OTC,0,False,False,False,False
2988,Opals,CTCP Đầu tư và Năng lượng Opals,,Khác,0,False,False,False,False
2989,ORC,CTCP Bán lẻ và Quản lý Bất động sản Đại Dương,,OTC,0,False,False,False,False
2990,OREC,CTCP Năng lượng Tái tạo Đại Dương,,Khác,0,False,False,False,False
2991,OSC,CTCP Chứng khoán Đại Tây Dương,Dịch vụ tài chính,OTC,13500000,False,False,False,False
2992,OSCVN,CTCP Du lịch Dịch vụ Dầu khí Việt Nam,,OTC,0,False,False,False,False
2993,OSDC,CTCP Outstanding Investment,,Khác,0,False,False,False,False
2994,Oseven,CTCP Oseven,,OTC,111600000,False,False,False,False
2995,OSGC,CTCP Osaka Garden,,Khác,0,False,False,False,False
2996,OSYC,CTCP Đầu tư và Phát triển Oky Saigon,,Khác,0,False,False,False,False
2997,OTG,CTCP Otran Logistics,,OTC,0,False,False,False,False
2998,OtoTienGiang,CTCP Vận tải Ô Tô Tiền Giang,,OTC,0,False,False,False,False
2999,P4PC,CTCP Pizza 4PS,,Khác,0,False,False,False,False
3000,PACC,Công Ty TNHH Pak Việt Nam,,Khác,0,False,False,False,False
3001,PacificAudit,Công ty TNHH Kiểm toán Thái Bình Dương,,Khác,0,False,False,False,False
3002,PACKEXIM,CTCP Sản xuất và Xuất nhập khẩu Bao bì,,OTC,0,False,False,False,False
3003,Packsimex,CTCP Xuất nhập khẩu Sản xuất Gia công và Bao bì,,OTC,0,False,False,False,False
3004,PACO,Công ty TNHH Dịch vụ Kiểm toán và Tư vấn Kế toán Bắc Đẩu,,Khác,0,False,False,False,False
3005,PAFC,CTCP Pan Farm,,Khác,0,False,False,False,False
3006,PAIC,CTCP Nông nghiệp sạch Phú Sơn,,Khác,0,False,False,False,False
3007,PAMC,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân Hàng TMCP Đại chúng Việt Nam,,Khác,0,False,False,False,False
3008,PAMCO,CTCP Quản lý Quỹ Leadvisors,,OTC,0,False,False,False,False
3009,PAnNhan,CTCP Đầu tư và Phát triển An Nhân,,Khác,0,False,False,False,False
3010,PAPC,CTCP Pacific Partners,,Khác,0,False,False,False,False
3011,PBK,CTCP Điện lực Dầu khí Bắc Kạn,Dịch vụ tiện ích,OTC,8642300,False,False,False,False
3012,PCIC,CTCP Đầu tư Pearl City,,Khác,0,False,False,False,False
3013,PCMC,CTCP Xây dựng và Quản lý Dự án Số 1,,Khác,0,False,False,False,False
3014,PCN,CTCP Hóa phẩm Dầu khí DMC - Miền Bắc,Nguyên vật liệu,OTC,3924550,False,False,False,False
3015,PDAC,Công ty TNHH Kiểm toán và Tư vấn Phan Dũng,,Khác,0,False,False,False,False
3016,PDCC,CTCP Đầu tư Địa ốc Phương Đông,,Khác,0,False,False,False,False
3017,PDGC,CTCP Cao ốc Phương Đông,,Khác,0,False,False,False,False
3018,PDHC,CTCP Phát triển nhà Phúc Đồng,,Khác,0,False,False,False,False
3019,PDIC,CTCP Đầu tư Bất động sản Phong Điền,,Khác,0,False,False,False,False
3020,PDLC,CTCP Địa ốc Phúc Đạt,,Khác,0,False,False,False,False
3021,PDT,CTCP Thương mại Dầu khí Đồng Tháp,Phân phối và bán lẻ hàng lâu bền,OTC,773526,False,False,False,False
3022,PeaceTour,CTCP Du lịch Hòa Bình Việt Nam,,OTC,0,False,False,False,False
3023,PetroKienGiang,CTCP Xăng dầu Dầu khí Kiên Giang,,OTC,0,False,False,False,False
3024,PETROMAT,CTCP Vật tư Xăng dầu Petec,,OTC,0,False,False,False,False
3025,PETROMEKONG,CTCP Vận tải Dầu khí Mê Kông,,OTC,0,False,False,False,False
3026,PetroTrade,Công ty Thương mại Xăng dầu Lào,,Lào,235000000,False,False,False,False
3027,PetroVietnam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,,Khác,0,False,False,False,False
3028,PFH,CTCP Đầu tư Tài chính Bảo hiểm Dầu khí,,OTC,0,False,False,False,False
3029,PFI,CTCP Đầu tư Tài chính Công đoàn Dầu khí Việt Nam,,OTC,0,False,False,False,False
3030,PFV,CTCP Đầu tư và Thương mại PFV,Phát triển và quản lý bất động sản,Khác,60000000,False,False,False,False
3031,PGCC,CTCP Phát triển Golf Thiên Đường,,Khác,0,False,False,False,False
3032,PhanPhoiVietnam,CTCP Đầu tư và Phát triển Hệ thống Phân phối Việt Nam,,OTC,0,False,False,False,False
3033,PhanVu,CTCP Đầu tư Phan vũ,,OTC,15000000,False,False,False,False
3034,Pharmacity,CTCP Dược phẩm Pharmacity,,Khác,0,False,False,False,False
3035,PHDC,Công ty TNHH Điện gió Phước Hữu - Duyên Hải 1,,Khác,0,False,False,False,False
3036,PHFM,CTCP Quản lý Quỹ Phú Hưng,,OTC,0,False,False,False,False
3037,PHIC,Công ty TNHH Đầu tư Phúc Hậu,,Khác,0,False,False,False,False
3038,PhimGiaiPhong,CTCP Phim Giải phóng,,OTC,0,False,False,False,False
3039,PhimThienNgan,CTCP Phim Thiên Ngân,,OTC,0,False,False,False,False
3040,PHT,CTCP Sản xuất và Thương mại Phúc Tiến,Nguyên vật liệu,Khác,21440030,False,False,False,False
3041,PhucLoc,CTCP Tập đoàn Phúc Lộc,,Khác,0,False,False,False,False
3042,PhuDat,CTCP Đầu tư và Xây dựng Dầu khí Phú Đạt,,OTC,43000000,False,False,False,False
3043,PhuHung,CTCP Bảo hiểm Phú Hưng,Bảo hiểm,OTC,30000000,False,False,False,False
3044,PhuHungLife,CTCP Bảo hiểm nhân thọ Phú Hưng,Bảo hiểm,Khác,0,False,False,False,False
3045,PhuLong,CTCP Địa ốc Phú Long,,OTC,0,False,False,False,False
3046,PHUMYOIL,CTCP Sản xuất và Chế biến Dầu khí Phú Mỹ,,OTC,0,False,False,False,False
3047,PhuongNamSF,CTCP Chế biến Thực phẩm Phương Nam,,OTC,0,False,False,False,False
3048,PhuongTrang,CTCP Du lịch và Vận tải Phương Trang,,OTC,0,False,False,False,False
3049,PhuQuoc,CTCP Du lịch Phú Quốc,,OTC,0,False,False,False,False
3050,PhuTung,CTCP Xuất nhập khẩu Máy và Phụ tùng,,OTC,0,False,False,False,False
3051,PIDC,CTCP Đầu tư Phát triển Phú Châu,,Khác,0,False,False,False,False
3052,PIDIC,CTCP Đầu tư Phát triển Hạ tầng Phú Quốc,,OTC,0,False,False,False,False
3053,Pisico,CTCP Chế biến Gỗ nội thất Pisico,,OTC,0,False,False,False,False
3054,PisicoDongAn,CTCP Chế biến gỗ Pisico Đồng An,,OTC,0,False,False,False,False
3055,PKAC,CTCP Tập đoàn Phượng Hoàng Xanh A&A,,Khác,0,False,False,False,False
3056,PKIC,Công ty TNHH MTV Quản lý Đầu tư Phúc Khang,,Khác,0,False,False,False,False
3057,PKR,CTCP Đường sắt Phú Khánh,Vận tải,OTC,2000000,False,False,False,False
3058,PKSC,Công ty TNHH Phúc Khang Đông Sài Gòn,,Khác,0,False,False,False,False
3059,PLIC,Công ty TNHH Năng lượng Phan Lâm,,Khác,0,False,False,False,False
3060,PLRC,Công ty TNHH Đầu tư Kinh doanh Bất động sản Phước Long,,Khác,0,False,False,False,False
3061,PLVC,CTCP Phúc Long Vân,,Khác,0,False,False,False,False
3062,PLWC,CTCP Điện gió Phong Liệu,,Khác,0,False,False,False,False
3063,PMCC,CTCP Thủy điện Pắc Ma,,Khác,0,False,False,False,False
3064,PME,CTCP Pymepharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,0,False,False,False,False
3065,PMHC,Công ty TNHH Phát triển Phú Mỹ Hưng,,Khác,0,False,False,False,False
3066,PMM,CTCP Hàng hải Phú Mỹ,,OTC,2396640,False,False,False,False
3067,PNB,Ngân hàng TMCP Phương Nam,Tổ chức tín dụng,Khác,321247998,False,False,False,False
3068,PNS,CTCP Chứng khoán Funan,Dịch vụ tài chính,OTC,0,False,False,False,False
3069,PNTAudit,Công ty TNHH Kiểm toán Quốc tế PNT,,Khác,0,False,False,False,False
3070,Porycoast,CTCP Tư vấn Thiết kế Cảng - Kỹ thuật biển,,OTC,0,False,False,False,False
3071,POTRACO,CTCP Vận tải và Dịch vụ Điện lực,,OTC,4700000,False,False,False,False
3072,PPAP,Công ty Cảng Phnom Penh,,Campuchia,0,False,False,False,False
3073,PPG,CTCP Sản xuất - Thương mại - Dịch vụ Phú Phong,Tư liệu sản xuất,OTC,7342500,False,False,False,False
3074,PPSP,Đặc khu Kinh tế Phnom Penh,,Campuchia,0,False,False,False,False
3075,PPWSA,Công ty Cấp thoát nước Phnom Penh,,Campuchia,86973162,False,False,False,False
3076,PQCC,CTCP In Hospitality,,Khác,0,False,False,False,False
3077,PQSC,Công ty TNHH Mặt trời Phú Quốc,,Khác,0,False,False,False,False
3078,Prevoir,Công ty TNHH Bảo hiểm Nhân thọ Mirae Asset Prévoir,Bảo hiểm,Khác,0,False,False,False,False
3079,Proconco,CTCP Việt Pháp Sản xuất Thức ăn Gia súc PROCONCO,,OTC,0,False,False,False,False
3080,PROMEXCO,CTCP Sản xuất Bao bì và Hàng xuất khẩu,,OTC,5000000,False,False,False,False
3081,PRUBF1,Quỹ đầu tư Cân bằng Prudential,Dịch vụ tài chính,Khác,50000000,False,False,False,False
3082,Prudential,Công ty TNHH Bảo hiểm Nhân thọ Prudiential Việt Nam,Bảo hiểm,Khác,0,False,False,False,False
3083,PSIC,Công ty TNHH MTV Sunrise Power Đăk PSI,,Khác,0,False,False,False,False
3084,PTF,Công ty Tài chính TNHH MTV Bưu Điện,Tổ chức tín dụng,Khác,0,False,False,False,False
3085,PTHTKCNThaiNguyen,CTCP Phát Triển Hạ tầng Khu Công nghiệp Thái Nguyên,,OTC,0,False,False,False,False
3086,PTICC,CTCP Tư vấn Đầu tư và Xây dựng Bưu điện,,OTC,0,False,False,False,False
3087,PTJC,CTCP Phú Thọ Land,,Khác,0,False,False,False,False
3088,PTK,CTCP Luyện kim Phú Thịnh,Nguyên vật liệu,OTC,21600000,False,False,False,False
3089,PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,Phân phối và bán lẻ hàng lâu bền,OTC,4200000,False,False,False,False
3090,PTN,CTCP Phát triển nhà Khánh Hòa,Tư liệu sản xuất,OTC,5801924,False,False,False,False
3091,PVCI,CTCP Đầu tư Xây lắp Dầu khí Việt Nam,,OTC,0,False,False,False,False
3092,PVCME,CTCP Thi Công Cơ giới và Lắp máy Dầu khí,,OTC,50000000,False,False,False,False
3093,PVcomBank,Ngân hàng TMCP Đại chúng Việt Nam,Tổ chức tín dụng,OTC,0,False,False,False,False
3094,PVEIC,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,,OTC,0,False,False,False,False
3095,PVF,Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam,Tổ chức tín dụng,Khác,600000000,False,False,False,False
3096,PVFCCapital,CTCP Quản lý Quỹ Ngân hàng TMCP Đại chúng Việt Nam,,OTC,0,False,False,False,False
3097,PVIASSET,CTCP Quản lý Quỹ PVI,,OTC,0,False,False,False,False
3098,PVID,CTCP Đầu tư và Xây lắp khí,,OTC,0,False,False,False,False
3099,PVQuangNinh,CTCP Xăng dầu Dầu khí Quảng Ninh,,OTC,0,False,False,False,False
3100,PVSH,CTCP Vạn Khởi Thành,,OTC,44697200,False,False,False,False
3101,PVST,CTCP Du Lịch Dầu khí Sapa,,OTC,10000000,False,False,False,False
3102,PVThaiNguyen,CTCP Xăng dầu Dầu khí Thái Nguyên,,OTC,0,False,False,False,False
3103,PWC,Công ty TNHH Price Waterhouse Coopers Việt Nam,,Khác,0,False,False,False,False
3104,PXH,CTCP Xây lắp Dầu khí Hà Nội,,OTC,30000000,False,False,False,False
3105,PXK,CTCP Đầu tư và Xây lắp Dầu khí Kinh Bắc,,OTC,15000000,False,False,False,False
3106,PYU,CTCP Môi trường và Công trình Đô thị Phúc Yên,Dịch vụ chuyên biệt và thương mại,OTC,2073985,False,False,False,False
3107,QALC,Công ty TNHH Đầu tư Bất động sản Quang Anh,,Khác,0,False,False,False,False
3108,QBR,CTCP Đường sắt Quảng Bình,Vận tải,OTC,1760500,False,False,False,False
3109,QCAudit,Công ty TNHH Kiểm toán Quy Chuẩn,,Khác,0,False,False,False,False
3110,QLD,CTCP Quản lý và Xây dựng Giao thông Lạng Sơn,Dịch vụ chuyên biệt và thương mại,OTC,1207400,False,False,False,False
3111,QLT,CTCP Quản lý Bảo trì Đường thủy Nội địa Số 10,Vận tải,OTC,1500000,False,False,False,False
3112,QNAASC,Công ty TNHH Dịch vụ Tư vấn Tài chính Kế toán Kiểm toán Quảng Ninh,,Khác,0,False,False,False,False
3113,QNSC,CTCP Cung ứng Tàu biển Quảng Ninh,,OTC,0,False,False,False,False
3114,QTIC,CTCP Đầu tư Quang Thuận,,Khác,0,False,False,False,False
3115,QuangMinh,Công ty TNHH Kiểm toán Quang Minh,,Khác,0,False,False,False,False
3116,QuangtruongQT,CTCP Thương mại Dịch vụ Quảng trường Quốc tế,,OTC,0,False,False,False,False
3117,QuanMinh,Công ty TNHH Quan Minh,,Khác,0,False,False,False,False
3118,QuocViet,Công ty TNHH Kinh doanh Chế biến thủy sản và Xuất nhập khẩu Quốc Việt,,Khác,0,False,False,False,False
3119,QuyDauTuVN,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,,OTC,0,False,False,False,False
3120,QuyVCBF,Quỹ đầu tư Cân bằng Chiến lược VCBF,,OTC,0,False,False,False,False
3121,QuyVietCat,CTCP Quản lý Quỹ Việt Cát,,OTC,0,False,False,False,False
3122,QVA,Công ty TNHH Kiểm toán Quảng Việt,,Khác,0,False,False,False,False
3123,QVCC,CTCP Du lịch Thung lũng Nữ Hoàng,,Khác,0,False,False,False,False
3124,RauQua1,CTCP Xuất nhập khẩu Rau Quả I,,OTC,1980000,False,False,False,False
3125,RDP,CTCP Rạng Đông Holding,Nguyên vật liệu,OTC,49069803,False,False,False,False
3126,RECO,CTCP Cơ khí Cao su,,OTC,0,False,False,False,False
3127,REDC,CTCP Tư vấn Quản lý và Đầu tư Đỏ,,Khác,0,False,False,False,False
3128,REM,CTCP Tu bổ Di tích Trung ương - Vinaremon,Tư liệu sản xuất,OTC,1148600,False,False,False,False
3129,REN,CTCP Xây dựng và Đầu tư KDL Sinh Thái,,OTC,2818032,False,False,False,False
3130,RES10,CTCP Địa ốc 10,,OTC,0,False,False,False,False
3131,RESC,CTCP Đầu tư và Phát triển Residence,,Khác,0,False,False,False,False
3132,RESCO8,CTCP Địa ốc 8,,OTC,0,False,False,False,False
3133,RESCONHA,CTCP Phát triển và Kinh doanh Nhà,,Khác,0,False,False,False,False
3134,REVC,CTCP Đầu tư Revital Việt Nam,,Khác,0,False,False,False,False
3135,RGC,CTCP Đầu tư PV - Inconess,Dịch vụ tiêu dùng,OTC,89123600,False,False,False,False
3136,RHC,CTCP Thủy điện Ry Ninh II,Dịch vụ tiện ích,Khác,5120000,False,False,False,False
3137,RHGC,CTCP Tập đoàn R&H,,Khác,0,False,False,False,False
3138,RHN,CTCP Đường sắt Hà Ninh,Tư liệu sản xuất,OTC,1509900,False,False,False,False
3139,Ricons,CTCP Đầu tư Xây dựng Ricons,,OTC,0,False,False,False,False
3140,RIGC,CTCP Đầu tư Rivera,,Khác,0,False,False,False,False
3141,RLC,CTCP Đường bộ Lào Cai,Tư liệu sản xuất,OTC,1138689,False,False,False,False
3142,RMCC,CTCP Roman E&C,,Khác,0,False,False,False,False
3143,ROS,CTCP Xây dựng FLC Faros,Tư liệu sản xuất,OTC,567598121,False,False,False,False
3144,RoyalVN,Công ty Tư vấn Kiểm toán Hoàng Gia Việt Nam,,Khác,0,False,False,False,False
3145,RTH,CTCP Đường sắt Thanh Hóa,Tư liệu sản xuất,OTC,2085900,False,False,False,False
3146,RTS,CTCP Thông tin Tín hiệu Đường sắt Đà Nẵng,Vận tải,OTC,1083333,False,False,False,False
3147,RUID,CTCP Đầu tư Phát triển Hạ tầng và Đô thị Đường sắt,,OTC,0,False,False,False,False
3148,RUSCO,CTCP Kho vận và Dịch vụ Hàng hóa Cao su,,OTC,0,False,False,False,False
3149,S33,CTCP Mía đường 333,"Thực phẩm, đồ uống và thuốc lá",OTC,8331409,False,False,False,False
3150,S64,CTCP Sông Đà 6.04,Tư liệu sản xuất,Khác,2000000,False,False,False,False
3151,S91,CTCP Sông Đà 9.01,Tư liệu sản xuất,Khác,2940000,False,False,False,False
3152,SAAC,Công ty TNHH Kế toán và Kiểm toán Phương Nam,,Khác,0,False,False,False,False
3153,SabecoMienDong,CTCP Thương mại Sabeco Miền Đông,,OTC,0,False,False,False,False
3154,SabecoNTB,CTCP Thương mại Bia Sài Gòn Nam Trung Bộ,,OTC,0,False,False,False,False
3155,SabecoSongHau,CTCP Thương mại Sabeco Sông Hậu,,OTC,0,False,False,False,False
3156,SabecoTayNguyen,CTCP Thương mại Bia Sài Gòn Tây Nguyên,,OTC,0,False,False,False,False
3157,SachBinhDuong,CTCP Sách - Thiết bị Giáo dục Bình Dương,,OTC,1000000,False,False,False,False
3158,SachHoaBinh,CTCP Sách và Thiết bị Trường học Hòa Bình,,OTC,1000000,False,False,False,False
3159,SachThanhHoa,CTCP Sách và Thiết bị Trường học Thanh Hóa,,OTC,1050000,False,False,False,False
3160,Sadaco,CTCP Phát triển Sản xuất Thương mại Sài Gòn,,OTC,0,False,False,False,False
3161,SAGEL,CTCP Điện tử và Dịch vụ Công nghiệp Sài Gòn,,OTC,0,False,False,False,False
3162,SAGRI,Tổng Công ty Nông nghiệp Sài Gòn - TNHH MTV,,Khác,0,False,False,False,False
3163,Saicom,CTCP Đầu Tư và Xây dựng Bưu Chính Viễn Thông,,OTC,0,False,False,False,False
3164,SAIGON5,CTCP Phát triển địa ốc Sài Gòn 5,,OTC,0,False,False,False,False
3165,SaiGonAir,CTCP Sài Gòn Sân Bay,,OTC,0,False,False,False,False
3166,SaiGonART,CTCP Mỹ thuật Sài Gòn,,OTC,0,False,False,False,False
3167,SaiGonAuditing,Công ty TNHH Kiểm toán - Thuế - Tư vấn Sài Gòn,,Khác,0,False,False,False,False
3168,SaiGonCapital,CTCP Quản lý Quỹ Sài Gòn,,OTC,4380000,False,False,False,False
3169,SAIGONIPD,Công ty TNHH MTV Phát triển Khu Công nghiệp Sài Gòn,,Khác,0,False,False,False,False
3170,SaiGonNinhChu,CTCP Du lịch Sài Gòn Ninh Chữ,,OTC,6900000,False,False,False,False
3171,Saigontourist,Tổng Công ty Du lịch Sài Gòn - Công ty TNHH MTV,,OTC,0,False,False,False,False
3172,SaiGonXanh,CTCP Đầu tư Phát triển Địa Ốc Sài Gòn Xanh,,OTC,30000000,False,False,False,False
3173,SAMC,CTCP Sunshine AM,,Khác,0,False,False,False,False
3174,SAMCO,Tổng Công ty Cơ Khí Giao thông Vận tải Sài Gòn TNHH MTV,,Khác,0,False,False,False,False
3175,SamSet,CTCP Vận tải và Dịch vụ Hàng Hải Cảng Sài Gòn,,OTC,0,False,False,False,False
3176,SanglapAchau,Công ty TNHH Kiểm toán Tư vấn Sáng lập Á Châu,,Khác,0,False,False,False,False
3177,SAOC,CTCP Xây dựng sao vàng Tây Đô,,Khác,0,False,False,False,False
3178,SaoViet,Công ty TNHH Kiểm toán Sao Việt,,Khác,0,False,False,False,False
3179,Sapasco,CTCP Bao bì và Dịch vụ Sam Thịnh,,OTC,0,False,False,False,False
3180,SATICO,Công ty TNHH MTV Satra Tiền Giang,,Khác,0,False,False,False,False
3181,SATRA,Tổng Công ty Thương mại Sài Gòn TNHH MTV,,Khác,0,False,False,False,False
3182,SatraTayNam,Công ty TNHH MTV Satra Tây Nam,,Khác,0,False,False,False,False
3183,SBBS,CTCP Chứng khoán SBB,Dịch vụ tài chính,OTC,30000000,False,False,False,False
3184,SBC,CTCP Vận tải và Giao nhận Bia Sài Gòn,Vận tải,OTC,8000000,False,False,False,False
3185,SBF,CTCP Quản lý Quỹ Sabeco,,Khác,0,False,False,False,False
