STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
2773,LWS,CTCP Cấp nước Tỉnh Lào Cai,Dịch vụ tiện ích,OTC,17717665
2774,LXS,CTCP Chứng khoán Lanexang,,Lào,0
2775,LYF,CTCP Lương thực Lương Yên,"Thực phẩm, đồ uống và thuốc lá",OTC,300
2776,MAAC,Công ty TNHH Quản Lý - Kiểm toán - Tư vấn M.A.A.C,,Khác,0
2777,MACC,Công ty TNHH Marcus,,Khác,0
2778,MAFC,Công ty Tài chính TNHH MTV Mirae Asset,Tổ chức tín dụng,Khác,0
2779,MAFEQI,Quỹ đầu tư Cổ phiếu Manulife,,OTC,6511338
2780,MAFPF1,Quỹ đầu tư tăng trưởng Manulife,Dịch vụ tài chính,Khác,21409530
2781,MaiDong,Công ty TNHH MTV Mai Động,,Khác,0
2782,Manulife,Công ty TNHH Manulife (Việt Nam),Bảo hiểm,Khác,0
2783,ManulifeAM,Công ty TNHH Quản lý Quỹ Manulife Investment (Việt Nam),,Khác,0
2784,MatTroiDo,CTCP Đầu tư Thương mại Quốc tế Mặt Trời Đỏ,,Khác,0
2785,MAX,CTCP Khai khoáng và Cơ khí Hữu Nghị Vĩnh Sinh,Nguyên vật liệu,OTC,7200000
2786,MayDongA,CTCP Dệt may Đông Á,,OTC,3650000
2787,MayLongAn,CTCP Cơ khí và Chế tạo Máy Long An,,OTC,0
2788,MayPhuongDong,CTCP May Phương Đông,,OTC,0
2789,MaySaiGon2,CTCP May Sài Gòn 2,,OTC,0
2790,MaySaiGon3,CTCP May Sài Gòn 3,,OTC,0
2791,MayThangLong,CTCP May Thăng Long,,OTC,2330670
2792,MayVietThang,CTCP May Việt Thắng,,OTC,1600000
2793,MayVietThinh,CTCP May Việt Thịnh,,OTC,26000000
2794,Mazars,Công ty TNHH Mazars Việt Nam,,Khác,0
2795,MBAgeasLife,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Bảo hiểm,Khác,0
2796,MBCapital,CTCP Quản lý Quỹ đầu tư MB,,OTC,0
2797,MBDC,Công ty TNHH Đầu tư và Tư vấn Quản lý Biển Đông,,Khác,0
2798,MBEF1,Quỹ đầu tư Cổ phần MB Capital 1,,Khác,0
2799,MBKE,Công ty TNHH Chứng khoán Maybank,Dịch vụ tài chính,Khác,20000000
2800,MBLC,CTCP MBLand Tonkin,,Khác,0
2801,MBVF,Quỹ đầu tư Giá trị MB Capital,,OTC,11907937
2802,MC3,CTCP Khoáng sản 3 - Vimico,Nguyên vật liệu,OTC,3500000
2803,MCCC,Công Ty TNHH Cung ứng và Thương mại Mùa Xuân,,Khác,0
2804,Mccons,CTCP Thi công Cơ giới và Dịch vụ,,OTC,3510000
2805,MCD,CTCP Môi trường và Công trình Đô thị Đông Hà,Dịch vụ tiện ích,OTC,332019
2806,MCDVietNam,CTCP Xây dựng Năng lượng MCD Việt Nam,,Khác,0
2807,MCHC,Công ty TNHH Masan Consumer Holdings,,Khác,0
2808,MCI,CTCP Đầu tư Xây dựng và Phát triển Vật liệu IDICO,Tư liệu sản xuất,OTC,3500000
2809,MCJ,CTCP Thiết bị Phụ tùng,,OTC,5000000
2810,MCL,CTCP Phát triển Nhà và Sản xuất Vật liệu Xây dựng Chí Linh,Nguyên vật liệu,OTC,2220000
2811,MCS,CTCP Thi công Cơ giới Xây lắp,,OTC,3500000
2812,MCT,CTCP Kinh doanh Vật Tư và Xây dựng,Tư liệu sản xuất,OTC,2500000
2813,MCV,CTCP Cavico Việt Nam Khai thác mỏ và Xây dựng,Tư liệu sản xuất,OTC,12092161
2814,MDB,Ngân hàng TMCP Phát triển Mê Kông,Tổ chức tín dụng,Khác,375000000
2815,MDFVINAFOR,Công ty TNHH MDF Vinafor – Tân An Hòa Bình,,Khác,0
2816,MDN,CTCP Tổng Công ty May Đồng Nai,Hàng tiêu dùng và trang trí,OTC,10935584
2817,MDT,CTCP Cơ khí mỏ và Đóng tàu - TKV,Tư liệu sản xuất,OTC,1510000
2818,MEBI,CTCP Dược phẩm và Sinh học Y tế,,OTC,0
2819,MECO,CTCP Cơ điện Luyện kim Thái Nguyên,,OTC,0
2820,Medico,CTCP Phát triển khoáng Sản,,OTC,0
2821,Mediplast,CTCP Nhựa Y tế Mediplast,,OTC,0
2822,MEG,CTCP Megram,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,44000000
2823,MekongCapital,Công ty TNHH Tư vấn Mekong Capital,,Khác,0
2824,MEKONIMEX,CTCP Nông sản Thực phẩm Xuất khẩu Cần Thơ,,OTC,0
2825,MHAuditing,Công ty TNHH Kiểm toán M&H,,Khác,0
2826,MHB,Ngân hàng TMCP Phát triển Nhà Đồng bằng sông Cửu Long,Tổ chức tín dụng,Khác,306215200
2827,MHBS,CTCP Chứng khoán MHB,Dịch vụ tài chính,OTC,14000000
2828,MHDAudit,Công ty TNHH Kiểm toán MHD,,Khác,0
2829,MHP,CTCP Môi trường và Dịch vụ Đô thị Việt Trì,Dịch vụ chuyên biệt và thương mại,OTC,3583140
2830,MHY,CTCP Môi trường và Công trình Đô thị Hưng Yên,Dịch vụ chuyên biệt và thương mại,OTC,31800
2831,MiaDuongBenTre,CTCP Mía đường Bến Tre,,OTC,0
2832,MiaDuongNongCong,CTCP Mía Đường Nông Cống,,OTC,0
2833,MiaDuongSonDuong,CTCP Mía đường Sơn Dương,,OTC,0
2834,MienTrung,CTCP Đầu tư và Phát triển Miền Trung,,OTC,0
2835,MIH,CTCP Xuất nhập khẩu Khoáng sản Hà Nam,Nguyên vật liệu,OTC,4000000
2836,MINEXCO,CTCP Khoáng sản và Đầu tư Khánh Hòa,,OTC,0
2837,MinhPhuc,CTCP Sản xuất và Thương mại Minh Phúc,,OTC,4757770
2838,MinhVietCapital,CTCP Quản lý Quỹ PAVO CAPITAL,,OTC,0
2839,MIPC,CTCP Năng lượng Thiên niên Kỷ,,Khác,0
2840,MiraeAsset,CTCP Chứng khoán Mirae Asset (Việt Nam),Dịch vụ tài chính,Khác,0
2841,MIREX,CTCP Khoáng sản và Luyện kim Việt Nam,,OTC,0
2842,MIVC,CTCP Đầu tư MHC,,Khác,0
2843,MIWACO,CTCP Nước khoáng và Du Lịch Sơn Kim,,OTC,0
2844,MJC,CTCP Thương mại Mộc Hóa,Phân phối và bán lẻ hàng lâu bền,OTC,1596620
2845,MKDC,Công ty TNHH Minh Khang Điền,,Khác,0
2846,MKHC,Công ty TNHH Đầu tư Phát triển Mỹ Khánh,,Khác,0
2847,MKIC,CTCP Tư vấn Đầu tư và Kỹ thuật Mê Kông,,Khác,0
2848,MKT,CTCP Dệt Minh Khai,Hàng tiêu dùng và trang trí,OTC,3200000
2849,MLG,CTCP Tập đoàn Mai Linh,,OTC,70716427
2850,MLN,CTCP Mai Linh Miền Bắc,Vận tải,Khác,48625332
2851,MMC,CTCP khoáng Sản Mangan,Nguyên vật liệu,Khác,3160000
2852,MMJC,CTCP Marina Mekong,,Khác,0
2853,MNAC,Công ty TNHH Mavin Austfeed Nghệ An,,Khác,0
2854,MNC,CTCP Mai Linh Miền Trung,Vận tải,Khác,9279261
2855,MNRC,CTCP Đầu tư và Dịch vụ Đất Xanh Miền Nam,,Khác,0
2856,MNVC,Công ty TNHH Thương mại và Dịch vụ Mivi Việt Nam,,Khác,0
2857,MNXC,CTCP Xuất nhập khẩu Khoáng sản,,Khác,0
2858,MobiFone,Tổng Công ty Viễn thông MobiFone - Công ty TNHH MTV,,Khác,0
2859,MOBITECHS,CTCP Dịch vụ Kỹ thuật và Hạ tầng Mạng Thông Tin Di Động,,OTC,0
2860,MotorVN,CTCP United Motor Việt Nam,,OTC,37500000
2861,MRBC,CTCP Maroon Bells,,Khác,0
2862,MREC,CTCP Bất động sản Mỹ,,Khác,0
2863,MRVC,Công ty TNHH Kinh doanh Bất động sản Dream City Villas,,Khác,0
2864,MSC,CTCP Dịch vụ Phú Nhuận,Phân phối và bán lẻ hàng lâu bền,OTC,22500000
2865,MSFC,Công ty Tài chính TNHH MB Shinsei,,Khác,0
2866,MSGS,Công ty TNHH chứng khoán JB Việt Nam,Dịch vụ tài chính,Khác,30000000
2867,MSHC,CTCP Điện mặt trời Mỹ Sơn 2,,Khác,0
2868,MSI,CTCP Chứng khoán KB Việt Nam,Dịch vụ tài chính,OTC,0
2869,MSMC,CTCP Điện mặt trời Mỹ Sơn 1,,Khác,0
2870,MTDC,CTCP Đầu tư Đường Mặt Trời,,Khác,0
2871,MTJ,CTCP Tư vấn và Xây dựng công trình Miền Trung,,OTC,4500000
2872,MTJC,CTCP Đá Mỹ thuật,,Khác,0
2873,MTM,CTCP mỏ và Xuất nhập khẩu Khoáng sản Miền Trung,Nguyên vật liệu,OTC,31000000
2874,MTPC,CTCP Xây dựng Minh Trường Phú,,Khác,0
2875,MTSC,CTCP Đầu tư Metro Star,,Khác,0
2876,MTUC,Công ty TNHH Đầu tư và Phát triển Đô thị Minh Tân,,Khác,0
2877,MVJC,CTCP Đầu tư Địa ốc Mai Viên,,Khác,0
2878,MVY,CTCP Môi trường và Dịch vụ Đô Thị Vĩnh Yên,Dịch vụ chuyên biệt và thương mại,OTC,5969946
2879,MXC,Trung tâm Nông nghiệp Mùa Xuân,Nguyên vật liệu,OTC,700938
2880,MyKhe,CTCP Mỹ Khê Việt Nam,,OTC,0
2881,MYPC,Công ty TNHH Đầu tư và Kinh doanh Địa ốc Mỹ Phú,,Khác,0
2882,MyPhamSG,CTCP Mỹ phẩm Sài Gòn,,OTC,0
2883,NAKC,CTCP Công nghệ Khải An,,Khác,0
2884,Nakydaco,CTCP Dầu thực vật Tân Bình,,OTC,4310000
2885,NALC,Công ty TNHH Nam Land,,Khác,0
2886,NamChien,CTCP Thủy điện Nậm Chiến,,OTC,0
2887,NAMCO,CTCP Khoáng sản Nghệ An,,OTC,0
2888,NamKhang,CTCP Đầu tư Nam Khang,,OTC,8300000
2889,NamMuc,CTCP Thủy điện Nậm Mức,,OTC,0
2890,NamThaiSon,CTCP Nam Thái Sơn,,Khác,0
2891,NamThi,CTCP Thủy điện Nậm Thi - Sông Đà 7,,OTC,0
2892,NamTrieu,CTCP Công nghiệp Tàu thủy và Xây dựng Nam Triệu,,OTC,0
2893,NamVietOil,CTCP Lọc Hoá Dầu Nam Việt,,OTC,0
2894,NANC,CTCP Đầu tư và Kinh doanh Nam An,,Khác,0
2895,Natraco,CTCP Thương mại Nghệ An,,OTC,0
2896,NBCC,Công ty TNHH Tư vấn Đầu tư Nguyên Bình,,Khác,0
2897,NBN,CTCP Xây dựng Công trình 545,,OTC,0
2898,NBR,CTCP Đường sắt Nghĩa Bình,Vận tải,OTC,1806000
2899,NBS,CTCP Bến xe Nghệ An,Vận tải,OTC,3153200
2900,NCGC,CTCP Tập đoàn Nam Cường Hà Nội,,Khác,0
2901,NCLC,Công ty TNHH Đầu tư và Phát triển Bất động sản Nice Star,,Khác,0
2902,NCP,CTCP Nhiệt điện Cẩm Phả - TKV,Dịch vụ tiện ích,Khác,196980622
2903,NCRC,CTCP Câu lạc bộ Du thuyền và Nghỉ dưỡng Cam Ranh,,Khác,0
2904,NDTC,Công ty TNHH Nam Đại Thành Phú Quốc,,Khác,0
2905,NELC,CTCP Công nghệ Thương mại Giga 1,,Khác,0
2906,NEOC,CTCP Neo Floor,,Khác,0
2907,NFSC,CTCP Nova Final Solution,,Khác,0
2908,NGMC,Công ty TNHH Đầu tư và Bất động sản Ngọc Minh,,Khác,0
2909,NgocHy,CTCP Dịch vụ In Trần Ngọc Hy Cà Mau,,OTC,0
2910,NgocTung,CTCP Sản xuất Thương mại Dịch vụ Ngọc Tùng,,OTC,0
2911,NgoVietNam,CTCP Đầu tư Phát triển Ngô Việt Nam,,OTC,0
2912,NhaBeTech,CTCP Tư vấn Công nghệ Nhà Bè,,OTC,0
2913,NHACANTHO,Công ty TNHH MTV Phát triển và Kinh doanh Nhà Thành phố Cần Thơ,,Khác,0
2914,NhanLuc,CTCP Phát triển Nguồn nhân lực LOD,,OTC,0
2915,NhaSaiGon,CTCP Đầu tư Xây dựng và Kinh doanh Nhà Sài Gòn,,OTC,0
2916,NhatMinhAudit,Công ty TNHH Kiểm toán Nhất Minh,,Khác,0
2917,NhatNam,CTCP Nhất Nam,,OTC,0
2918,NHDulieu,Công ty TNHH Ngân hàng Dữ liệu,,Khác,0
2919,NHHC,CTCP Đầu tư và Xây dựng Thủy điện Nậm Hồng,,Khác,0
2920,NhietDienMienBac,CTCP Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,,OTC,0
2921,NHN,CTCP Phát triển Đô thị Nam Hà Nội,Phát triển và quản lý bất động sản,OTC,200000000
2922,NhoQue1,CTCP Thủy điện Nho Quế 1,,OTC,0
2923,NHPC,CTCP Bất động sản Ngôi nhà Hạnh phúc,,Khác,0
2924,NHRC,CTCP Nova Hotels & Resorts,,Khác,0
2925,NHS,CTCP Đường Ninh Hòa,"Thực phẩm, đồ uống và thuốc lá",OTC,60750000
2926,NHSC,Công ty TNHH MTV Đường Biên Hòa - Ninh Hòa,,Khác,0
2927,NHSV,Công ty TNHH Chứng khoán NH Việt Nam,Dịch vụ tài chính,Khác,0
2928,NhuNgoc,CTCP Sản xuất và Thương mại Xuất nhập khẩu Như Ngọc,,OTC,0
2929,NHW,CTCP Ngô Han,Tư liệu sản xuất,OTC,22950627
2930,NIC,CTCP Đầu tư Nhơn Trạch,,OTC,0
2931,Nicotex,CTCP Nicotex,,Khác,0
2932,NinhBac,CTCP Đầu tư Tài chính Ninh Bắc,,OTC,0
2933,NIS,CTCP Dịch vụ Hạ tầng Mạng,Dịch vụ viễn thông,OTC,3000000
2934,NISACO,CTCP Muối Ninh Thuận,,OTC,0
2935,NKD,CTCP Chế biến thực phẩm Kinh Đô Miền Bắc,"Thực phẩm, đồ uống và thuốc lá",Khác,15124213
2936,NKDC,CTCP Thương mại Dịch vụ Nhựa bao bì Kiến Đức,,Khác,0
2937,NLAC,CTCP Thủy điện Nậm La,,Khác,0
2938,NLC,CTCP Thủy điện Nà Lơi,Dịch vụ tiện ích,Khác,5000000
2939,NLPC,Công ty TNHH Nova Lucky Palace,,Khác,0
2940,NLSC,CTCP Phát triển Tầm nhìn Năng lượng sạch,,Khác,0
2941,NMK,CTCP Xây dựng Công trình 510,Tư liệu sản xuất,OTC,2700000
2942,NNB,CTCP Cấp thoát nước Ninh Bình,Dịch vụ tiện ích,OTC,15080000
2943,NNG,CTCP Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,Nguyên vật liệu,OTC,81570988
2944,NNQ,CTCP Giống Nông nghiệp Quảng Nam,Dịch vụ chuyên biệt và thương mại,OTC,1281303
2945,NoiHoiVN,CTCP Nồi hơi Việt Nam,,OTC,0
2946,NongSanNinhThuan,CTCP Xuất khẩu Nông sản Ninh Thuận,,OTC,0
2947,NovaGroup,CTCP Tập đoàn NovaGroup,,OTC,0
2948,NPEC,CTCP Đầu tư Năng lượng Nam Phương,,Khác,0
2949,NPH,CTCP Khách Sạn Bưu Điện Nha Trang,Dịch vụ tiêu dùng,OTC,2000000
2950,NPHC,CTCP Quốc tế Ngàn Phố,,Khác,0
2951,NPIC,CTCP Thủy điện Nậm Pung - Intracom,,Khác,0
2952,NPPC,CTCP Thủy điện Nậm Pia,,Khác,0
2953,NPS,CTCP May Phú Thịnh - Nhà Bè,Hàng tiêu dùng và trang trí,OTC,2170000
2954,NQBC,CTCP Phát triển Bất động sản Nhật Quang,,Khác,0
2955,NRCC,Công ty TNHH Nam Rạch Chiếc,,Khác,0
2956,NS3,CTCP Sản xuất Kinh doanh Nước sạch Số 3 Hà Nội,Dịch vụ tiện ích,OTC,7919999
2957,NSCTech,CTCP Công nghệ NCS,,OTC,4000000
2958,NSI,CTCP Chứng khoán Quốc Gia,Dịch vụ tài chính,OTC,5000000
2959,NSN,CTCP Xây dựng 565,Tư liệu sản xuất,OTC,2959314
2960,NSP,CTCP Nhựa Sam Phú,Nguyên vật liệu,OTC,5000000
2961,NSRC,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,,Khác,0
2962,NSTC,CTCP North Star Holdings,,Khác,0
2963,NSVC,Công ty TNHH Đầu tư Bất động sản Ngôi Sao Việt,,Khác,0
2964,NTCC,Công ty TNHH Ngọc Thiên,,Khác,0
2965,NTDC,Công ty TNHH No Va Thảo Điền,,Khác,0
2966,NTEC,Công ty TNHH Đầu tư và Phát triển Năng lượng Ninh Thuận,,Khác,0
2967,NTGC,CTCP Tập đoàn Ngọc Thiên Global,,Khác,0
2968,NTLC,CTCP Đầu tư Thương mại Phát triển Nhất Tín,,Khác,0
2969,NTR,CTCP Đường sắt Nghệ Tĩnh,Vận tải,OTC,1492000
2970,NTS,CTCP Nội thất SHINEC,,OTC,2000000
2971,NTSC,CTCP Tập đoàn Nam Tiến,,Khác,0
2972,NTTC,CTCP Thương mại Đầu tư nhà Toàn Thắng,,Khác,0
2973,NuiPhao,Công ty TNHH Khai thác chế biến khoáng sản Núi Pháo,,Khác,0
2974,Nuocdathuysan,CTCP Nước đá Thủy sản Kiên giang,,OTC,0
2975,NuocQuangNam,CTCP Cấp thoát nước Quảng Nam,,OTC,21600000
2976,NuocSachLaoCai,Công ty TNHH MTV Kinh doanh Nước sạch Lào Cai,,Khác,0
2977,Nutifood,CTCP Thực phẩm Dinh dưỡng Đồng Tâm,,OTC,0
2978,NVC,CTCP Nam Vang,Phân phối và bán lẻ hàng lâu bền,OTC,16000000
2979,NVHC,CTCP Nova Hospitality,,Khác,0
2980,NVJC,CTCP Đầu tư Địa ốc No Va,,Khác,0
2981,NVN,CTCP Nhà Việt Nam,Phát triển và quản lý bất động sản,OTC,10656800
2982,NVS,CTCP Chứng khoán Navibank,Dịch vụ tài chính,OTC,3500000
2983,NWCC,Công ty TNHH New World Capital,,Khác,0
2984,NWSC,CTCP Nova W Sand,,Khác,0
2985,Oceanbank,Ngân hàng Thương mại TNHH MTV Đại Dương,Tổ chức tín dụng,Khác,0
2986,OLC,"CTCP Xây dựng, Dịch vụ và Hợp tác Lao động",,OTC,0
2987,OMC,CTCP Quản lý Quỹ Đầu tư Lighthouse,,OTC,0
2988,Opals,CTCP Đầu tư và Năng lượng Opals,,Khác,0
2989,ORC,CTCP Bán lẻ và Quản lý Bất động sản Đại Dương,,OTC,0
2990,OREC,CTCP Năng lượng Tái tạo Đại Dương,,Khác,0
2991,OSC,CTCP Chứng khoán Đại Tây Dương,Dịch vụ tài chính,OTC,13500000
2992,OSCVN,CTCP Du lịch Dịch vụ Dầu khí Việt Nam,,OTC,0
2993,OSDC,CTCP Outstanding Investment,,Khác,0
2994,Oseven,CTCP Oseven,,OTC,111600000
2995,OSGC,CTCP Osaka Garden,,Khác,0
2996,OSYC,CTCP Đầu tư và Phát triển Oky Saigon,,Khác,0
2997,OTG,CTCP Otran Logistics,,OTC,0
2998,OtoTienGiang,CTCP Vận tải Ô Tô Tiền Giang,,OTC,0
2999,P4PC,CTCP Pizza 4PS,,Khác,0
3000,PACC,Công Ty TNHH Pak Việt Nam,,Khác,0
3001,PacificAudit,Công ty TNHH Kiểm toán Thái Bình Dương,,Khác,0
3002,PACKEXIM,CTCP Sản xuất và Xuất nhập khẩu Bao bì,,OTC,0
3003,Packsimex,CTCP Xuất nhập khẩu Sản xuất Gia công và Bao bì,,OTC,0
3004,PACO,Công ty TNHH Dịch vụ Kiểm toán và Tư vấn Kế toán Bắc Đẩu,,Khác,0
3005,PAFC,CTCP Pan Farm,,Khác,0
3006,PAIC,CTCP Nông nghiệp sạch Phú Sơn,,Khác,0
3007,PAMC,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân Hàng TMCP Đại chúng Việt Nam,,Khác,0
3008,PAMCO,CTCP Quản lý Quỹ Leadvisors,,OTC,0
3009,PAnNhan,CTCP Đầu tư và Phát triển An Nhân,,Khác,0
3010,PAPC,CTCP Pacific Partners,,Khác,0
3011,PBK,CTCP Điện lực Dầu khí Bắc Kạn,Dịch vụ tiện ích,OTC,8642300
3012,PCIC,CTCP Đầu tư Pearl City,,Khác,0
3013,PCMC,CTCP Xây dựng và Quản lý Dự án Số 1,,Khác,0
3014,PCN,CTCP Hóa phẩm Dầu khí DMC - Miền Bắc,Nguyên vật liệu,OTC,3924550
3015,PDAC,Công ty TNHH Kiểm toán và Tư vấn Phan Dũng,,Khác,0
3016,PDCC,CTCP Đầu tư Địa ốc Phương Đông,,Khác,0
3017,PDGC,CTCP Cao ốc Phương Đông,,Khác,0
3018,PDHC,CTCP Phát triển nhà Phúc Đồng,,Khác,0
3019,PDIC,CTCP Đầu tư Bất động sản Phong Điền,,Khác,0
3020,PDLC,CTCP Địa ốc Phúc Đạt,,Khác,0
3021,PDT,CTCP Thương mại Dầu khí Đồng Tháp,Phân phối và bán lẻ hàng lâu bền,OTC,773526
3022,PeaceTour,CTCP Du lịch Hòa Bình Việt Nam,,OTC,0
3023,PetroKienGiang,CTCP Xăng dầu Dầu khí Kiên Giang,,OTC,0
3024,PETROMAT,CTCP Vật tư Xăng dầu Petec,,OTC,0
3025,PETROMEKONG,CTCP Vận tải Dầu khí Mê Kông,,OTC,0
3026,PetroTrade,Công ty Thương mại Xăng dầu Lào,,Lào,235000000
3027,PetroVietnam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,,Khác,0
3028,PFH,CTCP Đầu tư Tài chính Bảo hiểm Dầu khí,,OTC,0
3029,PFI,CTCP Đầu tư Tài chính Công đoàn Dầu khí Việt Nam,,OTC,0
3030,PFV,CTCP Đầu tư và Thương mại PFV,Phát triển và quản lý bất động sản,Khác,60000000
3031,PGCC,CTCP Phát triển Golf Thiên Đường,,Khác,0
3032,PhanPhoiVietnam,CTCP Đầu tư và Phát triển Hệ thống Phân phối Việt Nam,,OTC,0
3033,PhanVu,CTCP Đầu tư Phan vũ,,OTC,15000000
3034,Pharmacity,CTCP Dược phẩm Pharmacity,,Khác,0
3035,PHDC,Công ty TNHH Điện gió Phước Hữu - Duyên Hải 1,,Khác,0
3036,PHFM,CTCP Quản lý Quỹ Phú Hưng,,OTC,0
3037,PHIC,Công ty TNHH Đầu tư Phúc Hậu,,Khác,0
3038,PhimGiaiPhong,CTCP Phim Giải phóng,,OTC,0
3039,PhimThienNgan,CTCP Phim Thiên Ngân,,OTC,0
3040,PHT,CTCP Sản xuất và Thương mại Phúc Tiến,Nguyên vật liệu,Khác,21440030
3041,PhucLoc,CTCP Tập đoàn Phúc Lộc,,Khác,0
3042,PhuDat,CTCP Đầu tư và Xây dựng Dầu khí Phú Đạt,,OTC,43000000
3043,PhuHung,CTCP Bảo hiểm Phú Hưng,Bảo hiểm,OTC,30000000
3044,PhuHungLife,CTCP Bảo hiểm nhân thọ Phú Hưng,Bảo hiểm,Khác,0
3045,PhuLong,CTCP Địa ốc Phú Long,,OTC,0
3046,PHUMYOIL,CTCP Sản xuất và Chế biến Dầu khí Phú Mỹ,,OTC,0
3047,PhuongNamSF,CTCP Chế biến Thực phẩm Phương Nam,,OTC,0
3048,PhuongTrang,CTCP Du lịch và Vận tải Phương Trang,,OTC,0
3049,PhuQuoc,CTCP Du lịch Phú Quốc,,OTC,0
3050,PhuTung,CTCP Xuất nhập khẩu Máy và Phụ tùng,,OTC,0
3051,PIDC,CTCP Đầu tư Phát triển Phú Châu,,Khác,0
3052,PIDIC,CTCP Đầu tư Phát triển Hạ tầng Phú Quốc,,OTC,0
3053,Pisico,CTCP Chế biến Gỗ nội thất Pisico,,OTC,0
3054,PisicoDongAn,CTCP Chế biến gỗ Pisico Đồng An,,OTC,0
3055,PKAC,CTCP Tập đoàn Phượng Hoàng Xanh A&A,,Khác,0
3056,PKIC,Công ty TNHH MTV Quản lý Đầu tư Phúc Khang,,Khác,0
3057,PKR,CTCP Đường sắt Phú Khánh,Vận tải,OTC,2000000
3058,PKSC,Công ty TNHH Phúc Khang Đông Sài Gòn,,Khác,0
3059,PLIC,Công ty TNHH Năng lượng Phan Lâm,,Khác,0
3060,PLRC,Công ty TNHH Đầu tư Kinh doanh Bất động sản Phước Long,,Khác,0
3061,PLVC,CTCP Phúc Long Vân,,Khác,0
3062,PLWC,CTCP Điện gió Phong Liệu,,Khác,0
3063,PMCC,CTCP Thủy điện Pắc Ma,,Khác,0
3064,PME,CTCP Pymepharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,0
3065,PMHC,Công ty TNHH Phát triển Phú Mỹ Hưng,,Khác,0
3066,PMM,CTCP Hàng hải Phú Mỹ,,OTC,2396640
3067,PNB,Ngân hàng TMCP Phương Nam,Tổ chức tín dụng,Khác,321247998
3068,PNS,CTCP Chứng khoán Funan,Dịch vụ tài chính,OTC,0
3069,PNTAudit,Công ty TNHH Kiểm toán Quốc tế PNT,,Khác,0
3070,Porycoast,CTCP Tư vấn Thiết kế Cảng - Kỹ thuật biển,,OTC,0
3071,POTRACO,CTCP Vận tải và Dịch vụ Điện lực,,OTC,4700000
3072,PPAP,Công ty Cảng Phnom Penh,,Campuchia,0
3073,PPG,CTCP Sản xuất - Thương mại - Dịch vụ Phú Phong,Tư liệu sản xuất,OTC,7342500
3074,PPSP,Đặc khu Kinh tế Phnom Penh,,Campuchia,0
3075,PPWSA,Công ty Cấp thoát nước Phnom Penh,,Campuchia,86973162
3076,PQCC,CTCP In Hospitality,,Khác,0
3077,PQSC,Công ty TNHH Mặt trời Phú Quốc,,Khác,0
3078,Prevoir,Công ty TNHH Bảo hiểm Nhân thọ Mirae Asset Prévoir,Bảo hiểm,Khác,0
3079,Proconco,CTCP Việt Pháp Sản xuất Thức ăn Gia súc PROCONCO,,OTC,0
3080,PROMEXCO,CTCP Sản xuất Bao bì và Hàng xuất khẩu,,OTC,5000000
3081,PRUBF1,Quỹ đầu tư Cân bằng Prudential,Dịch vụ tài chính,Khác,50000000
3082,Prudential,Công ty TNHH Bảo hiểm Nhân thọ Prudiential Việt Nam,Bảo hiểm,Khác,0
3083,PSIC,Công ty TNHH MTV Sunrise Power Đăk PSI,,Khác,0
3084,PTF,Công ty Tài chính TNHH MTV Bưu Điện,Tổ chức tín dụng,Khác,0
3085,PTHTKCNThaiNguyen,CTCP Phát Triển Hạ tầng Khu Công nghiệp Thái Nguyên,,OTC,0
3086,PTICC,CTCP Tư vấn Đầu tư và Xây dựng Bưu điện,,OTC,0
3087,PTJC,CTCP Phú Thọ Land,,Khác,0
3088,PTK,CTCP Luyện kim Phú Thịnh,Nguyên vật liệu,OTC,21600000
3089,PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,Phân phối và bán lẻ hàng lâu bền,OTC,4200000
3090,PTN,CTCP Phát triển nhà Khánh Hòa,Tư liệu sản xuất,OTC,5801924
3091,PVCI,CTCP Đầu tư Xây lắp Dầu khí Việt Nam,,OTC,0
3092,PVCME,CTCP Thi Công Cơ giới và Lắp máy Dầu khí,,OTC,50000000
3093,PVcomBank,Ngân hàng TMCP Đại chúng Việt Nam,Tổ chức tín dụng,OTC,0
3094,PVEIC,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,,OTC,0
3095,PVF,Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam,Tổ chức tín dụng,Khác,600000000
3096,PVFCCapital,CTCP Quản lý Quỹ Ngân hàng TMCP Đại chúng Việt Nam,,OTC,0
3097,PVIASSET,CTCP Quản lý Quỹ PVI,,OTC,0
3098,PVID,CTCP Đầu tư và Xây lắp khí,,OTC,0
3099,PVQuangNinh,CTCP Xăng dầu Dầu khí Quảng Ninh,,OTC,0
3100,PVSH,CTCP Vạn Khởi Thành,,OTC,44697200
3101,PVST,CTCP Du Lịch Dầu khí Sapa,,OTC,10000000
